IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.91.231.89,443,443,true,FRA,Europe,Frankfurt,266,0.00
34.49.199.30,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,Singapore,1,0.00
34.80.222.225,80,443,false,SIN,Asia Pacific,Singapore,47,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,61,0.00
34.82.82.135,80,80,false,SEA,North America,Seattle,156,0.00
34.82.82.135,80,80,false,SEA,North America,Seattle,157,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,157,0.00
34.82.82.135,443,80,false,SEA,North America,Seattle,157,0.00
34.82.82.135,443,80,false,SEA,North America,Seattle,158,0.00
34.82.82.135,443,80,false,SEA,North America,Seattle,158,0.00
34.82.82.135,80,80,false,SEA,North America,Seattle,158,0.00
34.82.82.135,80,80,false,SEA,North America,Seattle,158,0.00
35.185.192.16,80,80,false,SEA,North America,Seattle,158,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,159,0.00
34.82.82.135,443,80,false,SEA,North America,Seattle,161,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,171,0.00
34.123.83.237,443,443,true,ORD,North America,Chicago,206,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.163.89.60,8443,443,true,CDG,Europe,Paris,234,0.00
34.163.89.60,2053,443,true,CDG,Europe,Paris,243,0.00
34.65.187.42,443,443,true,FRA,Europe,Frankfurt,265,0.00
34.147.91.246,443,443,true,FRA,Europe,Frankfurt,268,0.00
35.204.163.9,443,443,true,FRA,Europe,Frankfurt,269,0.00
35.228.77.188,8080,80,false,ARN,Europe,Stockholm,272,0.00
34.118.80.178,443,443,true,FRA,Europe,Frankfurt,292,0.00
34.90.131.162,443,443,true,FRA,Europe,Frankfurt,292,0.00
