IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
144.24.169.81,2053,443,true,FRA,Europe,Frankfurt,323,3.96
140.238.64.65,443,443,true,LHR,Europe,London,261,3.95
84.8.148.235,8443,443,true,LHR,Europe,London,242,3.95
89.168.119.49,443,443,true,FRA,Europe,Frankfurt,316,3.92
193.122.52.211,443,443,true,FRA,Europe,Frankfurt,317,3.92
152.70.59.90,8443,443,true,AMS,Europe,Amsterdam,255,3.90
193.122.61.167,80,80,false,FRA,Europe,Frankfurt,321,3.90
152.69.178.16,443,443,true,MEL,Oceania,Melbourne,122,3.88
141.147.92.184,443,443,true,FRA,Europe,Frankfurt,277,3.87
130.61.203.115,2053,443,true,FRA,Europe,Frankfurt,317,3.87
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,310,3.86
141.147.34.1,443,443,true,FRA,Europe,Frankfurt,311,3.86
138.2.138.10,443,443,true,FRA,Europe,Frankfurt,321,3.84
138.2.169.14,443,443,true,FRA,Europe,Frankfurt,326,3.84
130.61.135.26,443,443,true,FRA,Europe,Frankfurt,353,3.84
138.2.176.170,443,443,true,FRA,Europe,Frankfurt,359,3.83
158.180.50.222,443,443,true,FRA,Europe,Frankfurt,249,3.82
84.235.169.234,443,443,true,AMS,Europe,Amsterdam,255,3.79
141.147.27.120,443,443,true,FRA,Europe,Frankfurt,345,3.78
129.146.213.36,80,443,true,LAX,North America,Los Angeles,229,3.73
138.2.157.146,443,443,true,FRA,Europe,Frankfurt,353,3.72
141.147.42.102,443,443,true,FRA,Europe,Frankfurt,330,3.71
132.145.250.50,443,443,true,FRA,Europe,Frankfurt,332,3.70
150.230.145.153,443,443,true,FRA,Europe,Frankfurt,246,3.68
141.147.12.201,443,443,true,FRA,Europe,Frankfurt,256,3.68
155.248.202.141,443,443,true,SJC,North America,San Jose,180,3.67
138.2.171.26,443,443,true,FRA,Europe,Frankfurt,321,3.67
141.148.229.106,443,443,true,AMS,Europe,Amsterdam,261,3.64
152.70.188.120,443,443,true,FRA,Europe,Frankfurt,252,3.52
141.147.101.147,443,443,true,FRA,Europe,Frankfurt,274,3.51
152.67.78.164,8443,443,true,MXP,Europe,Milan,191,3.46
144.24.172.174,443,443,true,FRA,Europe,Frankfurt,261,3.46
193.122.61.167,443,443,true,FRA,Europe,Frankfurt,326,3.45
168.138.70.29,443,443,true,YYZ,North America,Toronto,242,3.41
146.56.133.140,2083,80,false,NRT,Asia Pacific,Tokyo,103,3.40
130.61.23.77,443,443,true,FRA,Europe,Frankfurt,312,3.36
144.24.182.32,443,443,true,FRA,Europe,Frankfurt,347,3.30
141.147.47.151,443,443,true,FRA,Europe,Frankfurt,254,3.30
130.61.196.34,443,443,true,FRA,Europe,Frankfurt,317,3.27
141.147.36.178,443,443,true,FRA,Europe,Frankfurt,330,3.27
152.70.155.147,2086,2086,false,LAX,North America,Los Angeles,205,3.27
144.24.173.250,2053,443,true,FRA,Europe,Frankfurt,317,3.20
138.2.171.75,443,443,true,FRA,Europe,Frankfurt,321,3.18
141.147.14.245,443,443,true,FRA,Europe,Frankfurt,310,3.17
144.24.175.142,443,443,true,FRA,Europe,Frankfurt,348,3.11
141.147.61.116,2053,443,true,FRA,Europe,Frankfurt,317,3.09
158.101.169.13,2053,443,true,FRA,Europe,Frankfurt,322,3.04
84.8.146.180,443,443,true,FRA,Europe,Frankfurt,255,3.04
141.147.47.32,8443,443,true,FRA,Europe,Frankfurt,313,3.01
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,312,2.99
164.152.34.166,80,8080,false,GRU,South America,São Paulo,339,2.99
130.162.222.49,443,443,true,FRA,Europe,Frankfurt,259,2.96
141.144.232.159,443,443,true,FRA,Europe,Frankfurt,252,2.94
144.21.51.248,443,443,true,FRA,Europe,Frankfurt,275,2.93
138.3.253.140,8080,8080,false,FRA,Europe,Frankfurt,321,2.93
138.2.166.119,80,80,false,FRA,Europe,Frankfurt,316,2.93
144.24.173.250,2096,443,true,FRA,Europe,Frankfurt,314,2.92
158.180.231.216,443,443,true,MRS,Europe,Marseille,324,2.89
138.2.166.119,443,443,true,FRA,Europe,Frankfurt,319,2.89
144.24.173.250,8443,443,true,FRA,Europe,Frankfurt,255,2.87
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,317,2.85
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,271,2.76
144.21.54.174,443,443,true,FRA,Europe,Frankfurt,271,2.73
158.180.239.249,2053,443,true,MRS,Europe,Marseille,346,2.65
158.180.239.249,2095,443,true,CDG,Europe,Paris,323,2.60
143.47.182.56,8443,443,true,AMS,Europe,Amsterdam,265,2.55
141.147.4.10,443,443,true,FRA,Europe,Frankfurt,328,2.52
143.47.243.144,8443,443,true,LHR,Europe,London,245,2.50
130.61.239.203,443,443,true,FRA,Europe,Frankfurt,316,2.48
89.168.95.150,443,443,true,FRA,Europe,Frankfurt,362,2.46
130.61.239.203,2053,443,true,FRA,Europe,Frankfurt,313,2.36
150.230.149.208,443,443,true,FRA,Europe,Frankfurt,316,2.34
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,249,2.20
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,312,2.08
84.8.151.180,443,443,true,FRA,Europe,Frankfurt,262,1.96
146.56.133.140,2096,80,false,NRT,Asia Pacific,Tokyo,107,1.96
144.22.34.13,2053,443,true,SCL,South America,Santiago,323,1.90
144.22.34.13,8443,443,true,SCL,South America,Santiago,320,1.52
141.147.113.25,443,443,true,FRA,Europe,Frankfurt,276,1.50
143.47.182.56,2053,443,true,AMS,Europe,Amsterdam,248,1.45
150.230.20.156,2053,443,true,AMS,Europe,Amsterdam,248,1.44
143.47.225.54,443,443,true,FRA,Europe,Frankfurt,277,1.41
158.101.175.51,8443,443,true,FRA,Europe,Frankfurt,246,0.93
158.101.10.105,443,443,true,LAX,North America,Los Angeles,220,0.78
143.47.244.19,443,443,true,FRA,Europe,Frankfurt,287,0.78
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,308,0.78
143.47.241.61,443,443,true,FRA,Europe,Frankfurt,285,0.70
84.8.157.207,443,443,true,FRA,Europe,Frankfurt,293,0.62
89.168.93.20,443,443,true,FRA,Europe,Frankfurt,355,0.50
84.8.150.155,443,443,true,FRA,Europe,Frankfurt,287,0.46
141.147.22.212,443,443,true,FRA,Europe,Frankfurt,331,0.39
152.70.91.7,8443,443,true,ICN,Asia Pacific,Seoul,85,0.37
158.178.206.197,2053,443,true,CDG,Europe,Paris,289,0.35
138.2.139.22,443,443,true,FRA,Europe,Frankfurt,362,0.33
158.101.205.158,443,443,true,FRA,Europe,Frankfurt,285,0.28
152.70.60.76,443,443,true,FRA,Europe,Frankfurt,286,0.28
192.18.150.176,2087,443,true,YYZ,North America,Toronto,241,0.24
158.178.206.197,8443,443,true,CDG,Europe,Paris,184,0.24
144.24.169.81,8443,443,true,FRA,Europe,Frankfurt,324,0.24
144.21.38.71,443,443,true,FRA,Europe,Frankfurt,307,0.23
130.162.169.190,443,443,true,FRA,Europe,Frankfurt,304,0.21
158.178.146.201,443,443,true,FRA,Europe,Frankfurt,266,0.20
158.178.153.110,443,443,true,FRA,Europe,Frankfurt,266,0.17
141.147.6.33,443,443,true,FRA,Europe,Frankfurt,341,0.12
152.70.55.148,443,443,true,FRA,Europe,Frankfurt,287,0.11
129.159.193.207,443,443,true,FRA,Europe,Frankfurt,324,0.11
141.148.247.242,443,443,true,FRA,Europe,Frankfurt,298,0.10
144.21.37.2,443,443,true,FRA,Europe,Frankfurt,287,0.06
143.47.184.208,443,443,true,FRA,Europe,Frankfurt,265,0.05
152.70.234.188,443,443,true,NRT,Asia Pacific,Tokyo,158,0.05
143.47.238.182,443,443,true,FRA,Europe,Frankfurt,279,0.05
141.144.253.29,443,443,true,FRA,Europe,Frankfurt,277,0.04
152.70.167.72,443,443,true,FRA,Europe,Frankfurt,259,0.03
144.21.43.75,443,443,true,FRA,Europe,Frankfurt,265,0.03
164.152.17.14,443,443,true,ORD,North America,Chicago,226,0.03
143.47.181.112,443,443,true,FRA,Europe,Frankfurt,287,0.03
130.162.210.44,443,443,true,FRA,Europe,Frankfurt,327,0.03
141.148.247.185,443,443,true,FRA,Europe,Frankfurt,285,0.03
130.162.182.159,443,443,true,FRA,Europe,Frankfurt,258,0.02
141.148.219.182,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
168.138.162.187,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
138.2.75.36,443,443,true,SIN,Asia Pacific,Singapore,53,0.00
132.226.7.217,443,443,true,NRT,Asia Pacific,Tokyo,67,0.00
152.69.233.7,443,443,true,ICN,Asia Pacific,Seoul,67,0.00
150.230.249.48,443,443,true,ICN,Asia Pacific,Seoul,67,0.00
158.179.184.226,443,443,true,SIN,Asia Pacific,Singapore,68,0.00
150.230.221.148,443,443,true,NRT,Asia Pacific,Tokyo,68,0.00
140.238.61.77,443,443,true,NRT,Asia Pacific,Tokyo,69,0.00
158.179.176.224,8443,443,true,NRT,Asia Pacific,Tokyo,70,0.00
168.138.212.196,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,0.00
152.67.222.167,443,443,true,ICN,Asia Pacific,Seoul,73,0.00
140.83.86.166,443,443,true,KIX,Asia Pacific,Osaka,78,0.00
152.69.200.206,443,443,true,KIX,Asia Pacific,Osaka,82,0.00
152.69.199.70,8443,443,true,KIX,Asia Pacific,Osaka,82,0.00
152.70.82.108,443,443,true,NRT,Asia Pacific,Tokyo,83,0.00
152.70.235.207,443,443,true,NRT,Asia Pacific,Tokyo,84,0.00
150.230.63.93,443,443,true,KIX,Asia Pacific,Osaka,86,0.00
152.70.248.96,443,443,true,ICN,Asia Pacific,Seoul,117,0.00
146.56.167.69,443,443,true,NRT,Asia Pacific,Tokyo,119,0.00
158.179.170.130,443,443,true,ICN,Asia Pacific,Seoul,156,0.00
165.1.79.60,8443,443,true,SJC,North America,San Jose,176,0.00
129.146.2.27,443,443,true,LAX,North America,Los Angeles,179,0.00
129.153.119.97,443,443,true,LAX,North America,Los Angeles,220,0.00
158.101.98.60,2053,443,true,IAD,North America,Ashburn,232,0.00
158.101.24.17,443,443,true,LAX,North America,Los Angeles,240,0.00
141.145.205.115,8443,8443,true,CDG,Europe,Paris,246,0.00
141.144.231.109,443,443,true,FRA,Europe,Frankfurt,249,0.00
141.144.234.56,443,443,true,FRA,Europe,Frankfurt,252,0.00
158.101.210.238,443,443,true,FRA,Europe,Frankfurt,253,0.00
193.123.35.47,443,443,true,FRA,Europe,Frankfurt,255,0.00
158.101.214.60,443,443,true,FRA,Europe,Frankfurt,255,0.00
158.101.211.67,443,443,true,FRA,Europe,Frankfurt,259,0.00
158.101.213.137,443,443,true,FRA,Europe,Frankfurt,259,0.00
130.162.187.198,443,443,true,FRA,Europe,Frankfurt,262,0.00
158.101.211.240,443,443,true,FRA,Europe,Frankfurt,265,0.00
130.162.189.162,443,443,true,FRA,Europe,Frankfurt,265,0.00
143.47.178.238,443,443,true,FRA,Europe,Frankfurt,266,0.00
150.230.125.29,443,443,true,FRA,Europe,Frankfurt,279,0.00
140.238.127.0,443,443,true,FRA,Europe,Frankfurt,279,0.00
144.21.61.203,443,443,true,FRA,Europe,Frankfurt,291,0.00
158.178.129.114,2053,443,true,TLV,Middle East,Tel Aviv,302,0.00
143.47.245.133,443,443,true,FRA,Europe,Frankfurt,305,0.00
141.144.253.109,443,443,true,FRA,Europe,Frankfurt,313,0.00
129.151.205.193,443,443,true,ARN,Europe,Stockholm,348,0.00
141.144.232.81,443,443,true,FRA,Europe,Frankfurt,358,0.00
89.168.116.231,443,443,true,FRA,Europe,Frankfurt,363,0.00
